Polygenic Score (PGS) ID,PGS Name,Reported Trait,Mapped Trait(s) (EFO label),Mapped Trait(s) (EFO ID),PGS Development Method,PGS Development Details/Relevant Parameters,Original Genome Build,Number of Variants,Number of Interaction Terms,Type of Variant Weight,PGS Publication (PGP) ID,Publication (PMID),Publication (doi),Score and results match the original publication,Ancestry Distribution (%) - Source of Variant Associations (GWAS),Ancestry Distribution (%) - Score Development/Training,Ancestry Distribution (%) - PGS Evaluation,FTP link,Release Date,License/Terms of Use
PGS003513,cont-decay-hand_grip_strength,Hand grip strength (mean of both),grip strength measurement,EFO_0006941,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003513/ScoringFiles/PGS003513.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003514,cont-decay-height,Standing height,body height,EFO_0004339,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003514/ScoringFiles/PGS003514.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003515,cont-decay-immature_reticulocyte_frac,Immature reticulocyte fraction,reticulocyte measurement,EFO_0010700,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003515/ScoringFiles/PGS003515.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003516,cont-decay-income,Average total household income before tax,household income,EFO_0009695,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003516/ScoringFiles/PGS003516.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003517,cont-decay-LDL,LDL direct,low density lipoprotein cholesterol measurement,EFO_0004611,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003517/ScoringFiles/PGS003517.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003518,cont-decay-less_happy,General happiness,wellbeing measurement,EFO_0007869,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003518/ScoringFiles/PGS003518.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003519,cont-decay-less_happy_with_health,General happiness with own health,health satisfaction measurement,EFO_0009724,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003519/ScoringFiles/PGS003519.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003520,cont-decay-log_age_first_sex,Age first had sexual intercourse,age at first sexual intercourse measurement,EFO_0009749,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003520/ScoringFiles/PGS003520.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003521,cont-decay-log_ALP,Alkaline phosphatase,alkaline phosphatase measurement,EFO_0004533,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003521/ScoringFiles/PGS003521.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003522,cont-decay-log_ALT,Alanine aminotransferase,serum alanine aminotransferase measurement,EFO_0004735,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003522/ScoringFiles/PGS003522.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003523,cont-decay-log_AST,Aspartate aminotransferase,aspartate aminotransferase measurement,EFO_0004736,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003523/ScoringFiles/PGS003523.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003524,cont-decay-log_bilirubin,Total bilirubin,bilirubin measurement,EFO_0004570,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003524/ScoringFiles/PGS003524.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003525,cont-decay-log_BMI,Body mass index (BMI),body mass index,EFO_0004340,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003525/ScoringFiles/PGS003525.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003526,cont-decay-log_creatinine,Creatinine,creatinine measurement,EFO_0004518,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003526/ScoringFiles/PGS003526.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003527,cont-decay-log_CRP,C-reactive protein,C-reactive protein measurement,EFO_0004458,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003527/ScoringFiles/PGS003527.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003528,cont-decay-log_cystatinC,Cystatin C,cystatin C measurement,EFO_0004617,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003528/ScoringFiles/PGS003528.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003529,cont-decay-log_ECG_QRS_duration,QRS duration,QRS duration,EFO_0005055,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003529/ScoringFiles/PGS003529.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003530,cont-decay-log_eosinophil_perc,Eosinophil percentage,eosinophil percentage of leukocytes,EFO_0007991,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003530/ScoringFiles/PGS003530.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003531,cont-decay-log_fat_free_mass,Whole body fat-free mass,lean body mass,EFO_0004995,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003531/ScoringFiles/PGS003531.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003532,cont-decay-log_fat_mass,Whole body fat mass,fat body mass,EFO_0005409,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003532/ScoringFiles/PGS003532.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003533,cont-decay-log_HbA1c,Glycated haemoglobin (HbA1c),HbA1c measurement,EFO_0004541,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003533/ScoringFiles/PGS003533.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003534,cont-decay-log_HDL,HDL cholesterol,high density lipoprotein cholesterol measurement,EFO_0004612,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003534/ScoringFiles/PGS003534.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003535,cont-decay-log_heel_BMD,Heel bone mineral density (BMD),heel bone mineral density,EFO_0009270,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003535/ScoringFiles/PGS003535.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003536,cont-decay-log_heel_BUA,"Heel Broadband ultrasound attenuation, direct entry",bone quantitative ultrasound measurement,EFO_0004514,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003536/ScoringFiles/PGS003536.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS003537,cont-decay-log_heel_SoS,Speed of sound through heel,velocity of sound measurement,EFO_0005654,LDpred2-auto,"vec_p_init = seq_log(1e-4, 0.9, length.out = 10), burn_in = 100, num_iter = 500, report_step = 5",GRCh37,979739,0,beta,PGP000457,,10.1101/2022.09.28.509988,True,,European:100,European:44.4|African:22.2|East Asian:11.1|Greater Middle Eastern:11.1|South Asian:11.1,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003537/ScoringFiles/PGS003537.txt.gz,2023-04-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
